chat_message,label
슈황 시작하고나서 맨날 떨어지는거같은데...,5
케인 다이빙ㅋㅋㅋㅋ,6
하... 내일 모르겠다,5
형님 저는 런던장에 3배 레버리지라 굉장히 어지럽습니다.,6
ㅋㅋ패스개못하면서 자꾸 뒤로쳐돌리네 ㅋㅋ,4
수렴중이긴한데 하방이라 봄,6
머ㅏ냐고,6
속을차례다,6
ㅋㅋㅋㅋㅋㄲ,0
기괴하다,4
허무하네 ㅋㅋㅋㅋㅋㅋ,3
니니 어디갔어요?,6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
커피 니가 타먹어..왜 직원시키냐고,6
케인빡쳣다,6
아무도안막네 ㅋㅋㅋㅋ,3
한국말 잘 하시네??,6
월드컵도 한국끼리 해야더ㅐ,6
찌ㅣ,6
남자는 안죽여요? 남자가 좋은나,6
삼전어뜩해,5
ㅋㅋㅋㅋ병신 명보야 ~,4
칸에 숨는거인듯,6
가자가자가자 할수있다 가자가자가자 할수있다 가자가자가자 할수있다 가자가자가자 할수있다 가자가자가자 할수있다 꿈은 이루어진다. 꿈은 이루어진다. 꿈은 이루어진다. 꿈은 이루어진다.,6
왜 화풀이를 슈카한테함? 지능수준보소,6
찝,5
존나 개웃기네 ㅋㅋ,0
다라이 개지리네,1
찝찝하다,5
무서워요,5
못해요.. 난 아니여 ㅠㅠ,5
뭐해 ㅋㅋ,6
먼닉씨 ㅋㅋㅋ,6
공건들이몀 노파울이다,6
비달사순 모델인가,6
포대장 ㄷㄷㄷ,1
ㅋㅋㄱㅋㄱㄱㄲ,0
핫!,1
ㅈ댓다 물뭔데 이거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
또 공략봄?,6
내일은 오르겠지 내일은 오르겠지 하면서 존버중 .....,6
전부 구축해주겠어,6
???????????????????????????????????????????,1
여긴 또머여,1
무조건 하락 ㅅㄱㅋㅋ,6
왜 박는거야 직슨데,2
누구 따이면 이제 끝이야,6
2:0 가자~~체코,6
또 탑정글이다,2
접자..,3
3ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나이수~~~,0
물렸네,6
다이긴거 오너가 개던지네ㅋㅋ,6
구경하냐,4
이게 무슨 변동폭이에요?,6
멧챠쿳차,6
젊다,6
살려주세요,5
표정 개웃기네 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,0
미수풀 ㄱㄱ,6
박살나는중,2
조졌네...,5
진짜 개 무섭네 홀란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
이건 골이지,6
대답 잘하네,6
아 ㅈㄴ웃기네 ㅋㅋ,0
에라이!!!!!,2
돈복사 무제한임,6
카밀뺑돈다,6
왜 패닉셀을 했네..,3
매수~ 고고,6
대 룩 삼,0
살려달라구ㅜㅜㅜㅜㅡ,5
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
"와 레전드네,.,",1
맹보야  보고있냐????,2
걍져 ~~~~~~~~~~~~~~,6
크긴크다,6
골이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
구어어어어억,6
/네이버10주받기이벤트참여,6
힘빠진다 ㅠㅜ 으에에에,3
체코도 못이기면 월드컵 어떻게 하겠다는거녀,2
와 ㅅㅂ ㅋㅋ,1
/몽규제거,4
우린 힘이 하나도 없ㄷ어 ㅠㅠ,3
종가 매수 드가자,6
설마 또 내리지 않겠지 ㅠㅠ 망.. ㅠㅠ,3
호로롤로ㅗㄹ로롤,6
야이ㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣ,2
한구구인이네,6
해설이라고 하냐,4
오랜만에 품격있고 기품있는 대화,6
오늘은 그나마 조선이 선방하고 있어서 지수가 1% 대 하락임,6
골 취 ㅅㅅㅅㅅ,0
도란 ㅋㅋ,2
삼성전기 ㅠㅠ,3
삼성전기 미쳤어요,6
노르웨이가 피아제 시계 뇌물로 줬나 보네 ㄷㄷㄷㄷ,6
어이 자네,6
노르웨이 선제골 ㅅㅅㅅㅅ,0
지금이야!!!,6
잉글랜드 쉑들,6
저걸 맞추는 사람있음 주식 천재인듯,6
아오옲ㄴ;ㅐㅗㅑ멸ㅈㅇㄴ조;ㅐ,6
진짜 헐리웃 ㅋㅋㅋㅋ,6
??????????????????????????????????????????????,6
기관 보소ㅋ,6
노르웨이 미쳤다 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
너 헬스충이냐,6
그래 g2 조합이 한타 조합이라 모름 진짜.......,3
{:wc_38:}{:wc_38:}{:wc_38:}{:wc_38:}{:wc_38:}{:wc_38:}{:wc_38:}{:wc_38:}{:wc_38:}{:wc_38:},6
진짜 개몬한다,4
너무 무서워용 ㅠㅠ,5
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
삼성전기보다는 좋으니깐 넣어둬,6
하락장 이제 끝 내일부터 상승장 시작 맞죠?,6
소리는 얜 못 듣나,6
이기혁 또 놓치냐...,3
갓명보 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,4
존나 재미있어,0
매수충들 다 어디갔노??,6
슈카형 스타겜방 해주세요 8 ㅁ 8...슈카형 스타겜방 해주세요 8 ㅁ 8...슈카형 스타겜방 해주세요 8 ㅁ 8...슈카형 스타겜방 해주세요 8 ㅁ 8...,6
ㄲㅈ,4
우서,6
골먹히니까 채팅제거 좀 사라졋너 ㅋㅋㅋㅋ,6
에렌,6
오 ㅏㅅㅂ,1
내가 먼저 알았는데!,6
세 스,0
아빠 우리 남편이 신용미수 썼었대요. ㅠㅠㅠ 우리의 소중한씨드 4천이 사라지뮤ㅠㅠㅠ,3
2시의 영차방 오늘도하네,6
이거지 이거야,6
ㅎ ㅏ 백패스 그만좀 하라고!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2
ㄷㄷㄷㄷㄷ,1
진짜 못한다,4
이제 망한건가요,5
삼전 컨콜듣고 하닉에서 바로 갈아탐.하닉은 평생 다시 200만원안온다,6
매수(안함),6
이기혁 또 놓치냐...,3
ㅖㅖㅖ,6
{:d_98:}{:d_98:}{:d_98:},6
제발 더 올려주세요,6
명보제거,4
삼전 들어가요?,6
zzzzzzzzzzzzzzzzzz,0
형 지금이야,6
데드캣바운스,6
팩인가,6
홀란 점프 ㅋㅋㅋㅋㅋ 와,1
드가자!!,0
갸루,6
영도alfos,6
아니 도란 점멸 왜 째다가 이상하게 쓴 거야?,2
맹보야  보고있냐????,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 외데고르 개웃기네,0
으ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,3
지금 팔면 호구된다 무조건 사라!!!!!!!!!!!,6
우와 뭐야,1
혼자 잘논다,6
/그 표정,6
드가자~,6
어글리 코리안?,6
세엑스,0
반말이다 데팟~,6
노르웨이 일베다 쳐내,2
물바다ㅅㅅ,6
재 드가자,6
슈사장님 살려주세여,5
이케 계속 기다려야 하는건가??????,6
누가 막 와,6
죽으렴,6
개병`124신같은넘들,4
지다다다닥,6
노파울 같은데,6
무서워요 안아줘요ㅜㅜㅜㅜ,3
진짜 나빠다ㅜ,3
퓨정 ㄷㄷ,1
ㄷㄷㄷㄷ복면거왕,6
스트레스 받게하네 진짜,2
청산가리도 수영장만큼 물 타면 안 죽어,6
소녀슛,6
ㅈㄴ무섭네,5
해설이라고 하냐,4
보지도 않는 챙팅 치지마보지도 않는 챙팅 치지마보지도 않는 챙팅 치지마보지도 않는 챙팅 치지마,6
차트 맛있게 ㄷㄷㄷㄷㄷㄷㄷㄷ,1
밑네 2개,6
미수 쓸수도없고 진짜 돌겠네 ㅋㅋ,6
뒤에서오는ㄷ[ㅔ요,6
짜증난다 ㅅㅂ,2
삼전기 한 번만 봐줘요 ㅠㅜ,3
그거 말했으면 밴이었어요 여러분 잘했어요 ㅎㅎ,6
원래 상갓집에선 웃는거다,6
찌가 계속 현혹하네 ㅜㅜ,3
보노스럽네,6
골기퍼 왜이래 ;;,4
ㅌㅌㅌㅋㅌㅌㅌㅌㅌㅌㅌㅋㅌㅌㅋㅋㅋ,0
나 빠다,6
내일까지는 좀 줍줍해도 괜찮을것같음,6
갸쩌노,1
또 꺾인다~~~~~~~~~~~~~~~,2
2미터 남자 만나는 소리하네,6
다 해줬잖아!,6
ㅈ댓다,5
오이,0
{:d_57:},0
취금이뉘?,6
결혼이 터져 ㅋㅋㅋㅋ,6
장투는 진짜 답이없네 ㅋㅋ,2
기가막히네,1
변기에 티슈 작작 넣어라,6
지투가 유리핟다고 했잖아,6
명보차이,4
{:d_57:}{:d_57:}{:d_57:}{:d_57:}{:d_57:}{:d_57:}{:d_57:},6
SK스퀘어 보세요,6
3번아까부테 개난리치더만 이꼬라지 날줄알았음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
왜 여름마다 이러는거에요 작년 여름도 제작년 여름도 7-8월 항상 국장 미장 다 구림,6
어지럽다 어지러워,2
짜증난다 ㅅㅂ,2
개미 버스 마감 중 빨리 타세요,6
회장님 위자료 이슈~~~~~~~~~~~~~~~~~~ ㅋㅋㅋ,6
키퍼 뭐하노,6
또 가야제,6
두가자~,6
삼전기 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3
임종전입니다 ㅠㅠ,3
바로밴 바밴,6
아니 님들 뭘 얘기하는지 알잖아,2
삼성전기 살려주세요,5
살려줘 ~~~~~~~~~,5
개미털기 오늘했고 이제 내일부터 가즈야~~~,6
살려줘~~~,5
양쪽 칠번 차이 오지노 ㄷㄷ,1
너무힘들어요,3
물 ㅡ 어 ㅡ 잇,6
윤가상 뭔가 웃기네,6
ㅋㅋㅋㅋㅋㅋㅋ 어케햇누,0
흥민아 힘을다오,6
뻥글새기들 헐리웃 ㅈㄴ하네,6
바이킹들한테 다처맞노,6
버스 출발합니다,6
외국인들 놀이터,6
시민권자,6
다시 과자 먹어줘요~먹는 것 같고 그러지 마요. 단 걸 먹어야 그나마 좋잖아요. 심뽀가 그 모양이니 당신이 주식으로 돈을 못 버는 거임.,6
밴하는데 어떡하나요 ㅠㅠㅠㅠㅠ,5
개미지옥을 보면 미소가 번지는 슈카,6
채팅제거 시바롬들아 그만해라 좀,2
이래가지고 플탐 재 시간에 끝나겠나,6
잘 드셔야 건전한 생각과 올바른 판단을 할 수 있습니다~,6
플3에서 꼬라박음,6
이게 무슨일이고,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
외회유출범,6
드리르꼐요,6
탈출할라고 올렷다가 내린거아니가,6
거긴 개박살,6
와 저러면 쌉고수죠,6
김승규 ㅋㅋㅋ,6
개인들 익절인지. 손절인지. 무지 팔고나갔습니다,6
안돼!,1
정몽규 효과 지리네,6
디코 소리좀,6
너무힘들어요,3
와우,0
파울파울,6
베인 각인데,6
ㅈ망,3
ㅅㅅㅅㅅㅅㅅㅅ,0
살걸...,3
이제 홍명보의 저주시작인가,5
아 페이커 얄미로워!!!!!!!!!!!!!!!!!,2
바부지누,6
체코 잘한다,6
까궁,6
스피드런을 히는 나,6
"명보 하 ,,,",2
졌네 졌어,6
머고 ㅋㅋㅋㅋ,1
슈카형 오늘 포지션 조정 좀 하셨어요??,6
뭔가 온다,5
뭐가온다,5
실험중 ㅋㅋㅋ,0
게이시,6
영도는 ㅠㅠ,3
븅신들,4
알고도먹히는 ㅋㅋ 다들 먹힐거알았자나 ㅋㅋ,6
화이팅 티원{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:},6
ㅁㅊ 벽딸견,6
어뜨케…. 진짜,3
삼전은 8% 밀린거에요,6
밥은 줌니까~,6
윤노리 머꾸,6
와 미친,6
노르웨이 일베다 쳐내,2
아까랑ㄷ르네,6
러브어택이지,6
22년 미장 1년 그래프네,6
맛있겠쥬,6
잘듣는거같은데?,6
살려주세여,3
대 룩 삼,0
hy,6
쟤도 콜라먹었나보다,6
갑자기 보기싫네,4
하..........................,5
이제 하락장 끝임?,6
전기 어뜩해,5
쉽다 쉽어,6
조용해라 신낫노,6
외국인 사팔사팔 엄청하네 ㅠ,6
개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
뭐야 이거 ㅋㅋㅋㅋ,1
역사적인 시점 ㅋㅋㅋㅋ,6
야이 지금 사지마 개인들 진짜 아오,2
병신들 집에가라,4
하아...,2
첵호 가즈아,6
짜증나,2
똥간데이트뭐아아,6
조현우 썼어야지,6
ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋ,0
ㄷㄷ,1
돈 복사 버그 ㄷㄷ,1
삼성전기 2분기 실적이 ... 기대치의 반의반,6
명보야 연봉 반납해라,6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
사지 마여?,6
솔샤르 ㄷㄷ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
엄청 좋아하지도 않아,6
광탈확정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
개판이네,4
닉스가 밉다,3
오너 진짜 장난하니,2
하나가 부족해,6
/이게팀이야???,1
닉스좀 살려줘,5
똥칸 무적존이누,6
꾼들은 그렇게 다해먹었죠,6
쉽다 쉬워,6
지투..머야?,6
삼전기 한 번만 봐줘요 ㅠㅜ,3
나랑 잡주 대결할 사람,6
/치지직제거,6
자면서 염색해요 ㅎㅎ,6
ㅋㅋㅋ 아 어이없다,2
우솝식 가오,6
이게 체크는 잠군다 백프로 ㅋㅋㅋㅋ,6
코! 발진,6
잉글 헐리웃좀 그만하라고,6
차트보니까 그럴만할지도,6
오나?,6
아쉽긴 하다,3
우아래 우아래 싺다 발라 먹어줄게,6
원웨이 였음 이렇게 많이 안 물리긴 했죠 ㅋㅋㅋㅋㅋㅋㅋ,6
본인도 띠용,6
살벌하다 sk ee,5
뭣,6
개 지렸네,1
기괴하다,4
그래도 MID는 진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
ㅅㅅㅅㅅ,0
숨이 안쉬어져요,5
뒤에 2명 멍때리노,2
승규야 몽규랑 같이 나가 죽어라,2
잘하네...,3
개미들 인버스로 몰려가서 ㅋㅋ,6
어제 늦게 잤을텐데 시황방송하고 붕어이론은 항상 잼 있고,6
극진좌파 회이팅!!,6
드라군이야 뭐야 ㅋㅋ,0
쉽다,6
꿀잼 됬다 이젠,6
zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
08 ㄷㄷ;;,6
마크를 왜 안해,2
-완-,6
슈카형 삼전 50조원치만 사줘요,6
개븅신들 하,3
비상!!,5
저점 확인하는 차트,6
염색을 잡아먹는다니 ㅠㅠ,6
미 1친미 1 친,1
정몽규때문에 그래,6
ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ,0
누가봐도 반칙 아니었고,6
아오 꼽샘,4
/이게팀이야???,1
형 사면 떨어져,6
너무해,3
단못해,6
몽규 잡히자마자 ㅣ발,2
와ㄷㄷㄷㄷㄷㄷㄷㄷ,1
강원랜드 왜 가냐고.,6
슈카 금괴 1톤 ㄷㄷ,1
뭐하는거야ㅋㅋㅋㅋㅋ,1
내가 먼저 암,6
오ㅓㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,0
인륜적 반등도 없는게 실화임?,6
대 코,6
ㅋㅋㅌㅌㅋㅋㅌ,0
노르웨이 미친거 아니야,1
마누라 바꿔서 그래,6
개웃기네 ㅋㅋㅋㅋㅋㅋㅋ,0
아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ,6
5/4 갭 매우러 온다 딱 이평선,6
삼성전기 ㅠㅠ,3
마리아~~,6
근데 슛 지리긴 하네,6
섹스,0
홍명보 나가,4
나어떻게해..,5
야말보다 어리네,6
케인 거기서 뺏기냐 ㅋ,6
슈팅 지리네,1
제카~,6
이야 골 예술이노,1
님만 오면 ㄱ,6
/꼴찌모드,6
내림낚시,6
무섭다.. 난 안되겠다..,5
이 형 점점 정신을 놓네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
무빙 토나온다,4
엔터주는 원래,6
매수 안했구나 ㄷㄷ,6
지리야,6
와 개어린데?,6
티원 개못한다 ㅋㅋ,4
zzzzzzzzzzzzzzzzzz,0
거제 야호~,6
삼전 양봉 8%도 ㅉ기었음,6
소리봐라 ㄷㄷ,1
노골이라네요,6
주거,6
물어물어,6
어지럽다,2
넣을 떄 넣었어야지 어휴,2
전기 어뜩해,5
안녕하세요,6
흥민아 몇개말아먹어 ㅠㅠㅠ,3
하이닉스 나락ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ,6
와?,1
정몽규 얼굴 나오니 골,6
호프급,6
힘들었다구여ㅠ,3
징그럽다 차트가,4
3:0 가즈아,6
아니 너무 무서워,5
가썩ㅠㅠ,3
상승하고 저항이 지지로 바뀌면 들어가라 다들,6
고지대 일찍 가서 적응보다 오늘온 체코가 더 잘한다??????????????????????????????????????????????,1
묭규 나가~몽규나가,4
그렇게 할 거면 형 돈 나 줘,6
삼성전기봐주세요ㅠㅠㅠㅠㅠㅠㅠㅠ,3
또 케인이야? 닭집 선수답다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
조총련에서 한국말을 배우셨나,6
볼좀 뒤로 빼지말고 움직이질않네ㅐ ㅋㅋㅋㅋ,2
var 본다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 골취 ㅅㄱ,6
녹턴이 던짐,6
3전패 탈락!!!!! 해라,2
뭐냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
삼성전기가 더 난리라고,6
과자라도 드세요~~~~~~~~~~~~~~~~~~~~~~~~,6
갑자기 보기싫네,4
/군대가자,6
일쩡이 우글우글,6
낳아서?,6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
밥 잘넘어 가던데요 ㅋㅋㅋ,0
또먹었어,6
살려줘~~~,5
캬,1
ㄲㅂ와 ㅅㅂ,1
나빠다,3
꼬리 살랑거리는거봐라,6
엥? 저게 ?,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅋㅋㅋㅋ,0
단타 잘하시는.분들 부럽네요 ㅠㅜ,3
화장실이 진짜지.....,5
소리 ㅅㅂ,1
이기혁 불안하냐,5
햐... 개빡친다,6
ㅡ ▽ㅡ,6
노르웨이 ㄷ ㄷ ㄷ,1
먹고 살자고 하는건데 ㅠㅠ,3
걍 국적이 일본인데..,6
얘네랑 엄대엄 나면 blg 한화 어떻게 이길건데...,3
야홍이,6
살려줘요!!!,5
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
짜증나,2
찝,5
진짜 강원랜드 왜 감? 손쉬운 카지노가 핸드폰만 켜도 있는뎈,6
우울우울,3
홍명보 씨발럼아,4
와 싀벌,1
음?,6
구니니,6
오늘 완전 개꿀 14% 오름 하닉 저점,6
키퍼 븅신이네,4
잘가~,6
와 주드,6
내일 다시 떨어질거같아ㅠ,5
무적존 ㄷㄷ,6
벅재박,6
아저씨 이마트도 봐줘요,6
형은 드럼통투자만,6
아빠 우리 남편이 신용미수 썼었대요. ㅠㅠㅠ 우리의 소중한씨드 4천이 사라지뮤ㅠㅠㅠ,3
차트보면 사고 싶지 않음..,4
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
홀란 카메라 의식 ㅋㅋ,6
비상!!,5
진짜 ㅈㄴ 못하네,2
뒤에 2명 멍때리노,2
이기자!!,0
찝찝...,5
잉글랜드 ㅋㅋㅋㅋㅋㅋㅋㅋ 멸망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
노무웨이 ㅅㅅㅅㅅ,6
레버리지만든놈 진짜 감방보내야댕드ㅋ,6
코스핀 7000회복 못하나,6
감사합니다~,6
와 개멋지넹,1
하지만,6
찝,5
몰래 먹었냐?,2
대칭 너무 좋고,6
진짜 ㅈㄴ 못하네,2
유입 나가고,4
예? 진즉에 플 w를 하시지,6
살걸...,3
와 후지산보소,6
뭔소리야?,1
고등어 물먹어서 잘하냐,6
아니 공격수 왜 한명만 넣었냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
하락장과 조정장은 다른가요??,6
미친 나왔다,1
사밯ㄹ,1
접읏,6
최지누남탕,6
와 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
ㄹㅇㄹㅇ,6
엥... 케인뭐해ㅠ,6
니들은 그냥 져라 ㅋㅋ,2
gg,3
홍명보 나가,4
원더골,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
표정 개웃기네 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,0
지누엔딩 빨리 리트라이해요,6
단타를 어케 .. 와.. 못해 ㅠㅠ,5
아직 유망주네,6
{:d_151:}{:d_151:}{:d_151:}{:d_151:}{:d_151:}{:d_151:}{:d_151:}{:d_151:}{:d_151:}{:d_151:},6
부정경기 재경기,6
치트엔진 찾는중..,6
마이크,6
골골골골!!!!!!!!!!!!!!!!!!!,0
홀란드 뽀뽀,6
대체 채팅제거 왜 치는거임? 장애임?,6
그럴줄 알았다 제발 나가~~ 홍명보,4
윗 음봉 잡아먹으면 사지 ㅋㅋ,6
그냥 때려쳐라...,6
역시 포대장,6
제미나이가 1:1로 비긴단다,6
영도는 ㅠㅠ,3
2시간은 걸릴듯,6
/고화질변경 고화질변경해서보세요...,6
여기 뭔데,6
반대매매 털고 반등,6
미 1친미 1 친,1
진짜 개빡,2
무서워요 ㅠㅠ,5
카에데양~~~~~~~~,6
형 와우나 하러가자,6
동향사람?,6
"말이 안되잔아. 영업이익 8조짜리 창신메모리가 시총 800조인데, 하닉이 900조, 삼전이 1200조 라니....",1
저점매수,6
무섭다.. 난 안되겠다..,5
이대로가면 3:0 이당,6
걸어다니면 죽어,6
에이씨,6
응 반칙 아님,6
이게 도박장이아니고 뭐야 미친거아니냐고,1
아니 님들 뭘 얘기하는지 알잖아,2
우울우울,3
ㅈ밥들,6
골키퍼 뭐하는 놈이냐,2
서렌 ㄱㄱ,6
케인 ㅋㅋ 한심하네,6
구경하냐,4
장 마감 빨리오렴 ㅠㅠ,5
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 부비부비타임,0
ㅈㄴ답답네,2
..,3
아니 공격수 왜 한명만 넣었냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
물도 못타겠어ㅠㅠㅠㅠ,3
바이킹의 앵글로색슨 정복!,6
삼전때문에 오른거임,6
태석이 빼라,4
개미 버스 탑승중,6
말하면 스포밴이자나요 ㅠㅠ,5
무당 아니누,6
몽규 나오자마자 골먹힘,4
수금시-2,6
와 저건또 뭐야??? 차트봐라,1
ㅈ같닼ㅋ,4
레오나 반핃 ㄷ,1
지하실아사람,6
볼좀 뒤로 빼지말고 움직이질않네ㅐ ㅋㅋㅋㅋ,2
어제도 양봉였어요 ㅋㅋㅋㅋ 어제도 4퍼요 ㅋㅋㅋㅋㅋ,6
나빠다,3
으아아악,6
손흥민 찬스 몇개 쳐말아먹냐 ㅋㅋㅋ,2
ㄲㅈ,4
다라이 ㅈ되넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㄷㄷㄷㄷ ㅠㅠㅠ 녹아녹아 ㅠㅠ,5
기저귀 쉬야,6
{:mlb_76:}{:mlb_76:}{:mlb_76:}{:mlb_76:}{:mlb_76:}{:mlb_76:}{:mlb_76:},6
똥칸 개사기네 ㅋㅋ,0
광배,6
슈퍼스타 윤상이,6
얘기하면 혼내시자나요ㅠㅠ,3
제발좀 ㅠㅠㅠㅠㅠㅠㅠ댜겅냄나내0ㅐㅌ,3
눈 이썩?,6
역겹다 저 여자 심장 아니야..,4
노 지금 무라고 현노,6
